# Total Phase Data Center(tm) v6.52
# (c) 2005-2012 Total Phase, Inc.
# www.totalphase.com
#
# Thu May 09 09:46:47 2013
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Data,Summary,ASCII
1,,358,0:32.400.435,2.833 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,359,0:32.400.438,45.583 us,67 B,,05,01,   DATA0 packet,C3 00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 7F A7 66 54 55 C0 00 39 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C0 57,,....(Q.665455...........!..............fTU..9....…
1,,360,0:32.400.484,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,361,0:32.401.432,234.035.416 ms,,,,,[235 SOF],,[Frames: 31 - 265] ,
0,,362,0:32.339.427,296.091.875 ms,64 B,,05,01,IN txn   [296 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 40 00 00 00 3E 00 01 00 01 01 64 00 50 00 00 01 00 00 00 00 64 01 04 00 14 00 00 00 00 00 00 00,,ABC<Q.665455...........!........@...>.....d.P....…
1,,363,0:32.339.427,295.045.645 ms,,,05,01,   [296 IN-NAK],,,
1,,364,0:32.635.468,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,365,0:32.635.471,45.416 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 40 00 00 00 3E 00 01 00 01 01 64 00 50 00 00 01 00 00 00 00 64 01 04 00 14 00 00 00 00 00 00 00 46 C7,,KABC<Q.665455...........!........@...>.....d.P...…
1,,366,0:32.635.517,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,367,0:32.636.464,2.833 us,,,,,[1 SOF],,[Frame: 266] ,
0,,368,0:32.636.468,50.750 us,64 B,,05,01,IN txn,41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC%.............................................…
1,,369,0:32.636.468,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,370,0:32.636.471,45.437 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1F DF,,.ABC%............................................…
1,,371,0:32.636.517,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,372,0:32.637.465,56.010.645 ms,,,,,[57 SOF],,[Frames: 267 - 323] ,
0,,373,0:32.693.476,50.770 us,64 B,,05,01,OUT txn,00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 25 A7 66 54 55 79 00 26 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...(Q.665455...........!............%.fTUy.&.....…
1,,374,0:32.693.476,2.833 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,375,0:32.693.479,45.500 us,67 B,,05,01,   DATA1 packet,4B 00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 25 A7 66 54 55 79 00 26 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3A 70,,K...(Q.665455...........!............%.fTUy.&....…
1,,376,0:32.693.525,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,377,0:32.694.473,215.032.812 ms,,,,,[216 SOF],,[Frames: 324 - 539] ,
0,,378,0:32.637.468,272.088.645 ms,64 B,,05,01,IN txn   [272 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 40 00 00 00 4E 00 CA 01 7A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<Q.665455...........!........@...N...z........…
1,,379,0:32.637.468,271.042.375 ms,,,05,01,   [272 IN-NAK],,,
1,,380,0:32.909.506,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,381,0:32.909.509,45.437 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 40 00 00 00 4E 00 CA 01 7A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C1 2B,,KABC<Q.665455...........!........@...N...z.......…
1,,382,0:32.909.555,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,383,0:32.910.503,2.833 us,,,,,[1 SOF],,[Frame: 540] ,
0,,384,0:32.910.506,50.750 us,64 B,,05,01,IN txn,41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC%.............................................…
1,,385,0:32.910.506,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,386,0:32.910.509,45.416 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1F DF,,.ABC%............................................…
1,,387,0:32.910.555,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,388,0:32.911.503,56.010.625 ms,,,,,[57 SOF],,[Frames: 541 - 597] ,
0,,389,0:32.967.514,50.770 us,64 B,,05,01,OUT txn,00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 C0 00 04 10 00 07 00 00 00 20 A7 66 54 55 92 00 34 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...(Q.665455...........!............ .fTU..4.....…
1,,390,0:32.967.514,2.833 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,391,0:32.967.517,45.500 us,67 B,,05,01,   DATA0 packet,C3 00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 C0 00 04 10 00 07 00 00 00 20 A7 66 54 55 92 00 34 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 D5 55,,....(Q.665455...........!............ .fTU..4....…
1,,392,0:32.967.563,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,393,0:32.968.511,236.035.729 ms,,,,,[237 SOF],,[Frames: 598 - 834] ,
0,,394,0:32.911.506,293.091.583 ms,64 B,,05,01,IN txn   [293 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 C0 00 04 10 00 40 00 00 00 B1 20 00 00 26 00 0D 2C 00 13 26 00 1C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<Q.665455...........!........@.... ..&..,..&..…
1,,395,0:32.911.506,292.045.333 ms,,,05,01,   [293 IN-NAK],,,
1,,396,0:33.204.547,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,397,0:33.204.550,45.416 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 C0 00 04 10 00 40 00 00 00 B1 20 00 00 26 00 0D 2C 00 13 26 00 1C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 DB 50,,KABC<Q.665455...........!........@.... ..&..,..&.…
1,,398,0:33.204.596,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,399,0:33.205.544,2.833 us,,,,,[1 SOF],,[Frame: 835] ,
0,,400,0:33.205.547,50.750 us,64 B,,05,01,IN txn,41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC%.............................................…
1,,401,0:33.205.547,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,402,0:33.205.550,45.437 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1F DF,,.ABC%............................................…
1,,403,0:33.205.596,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,404,0:33.206.544,135.021.625 ms,,,,,[136 SOF],,[Frames: 836 - 971] ,
0,,405,0:33.206.547,135.069.541 ms,64 B,,05,01,IN txn   [135 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 C0 00 04 10 00 40 00 00 00 DD 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<Q.665455...........!........@................…
1,,406,0:33.206.547,134.023.333 ms,,,05,01,   [135 IN-NAK],,,
1,,407,0:33.341.566,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,408,0:33.341.569,45.416 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 C0 00 04 10 00 40 00 00 00 DD 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1E A1,,KABC<Q.665455...........!........@...............…
1,,409,0:33.341.615,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,410,0:33.342.563,2.833 us,,,,,[1 SOF],,[Frame: 972] ,
0,,411,0:33.342.566,50.750 us,64 B,,05,01,IN txn,41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC%.............................................…
1,,412,0:33.342.566,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,413,0:33.342.569,45.437 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1F DF,,.ABC%............................................…
1,,414,0:33.342.615,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,415,0:33.343.563,135.021.666 ms,,,,,[136 SOF],,[Frames: 973 - 1108] ,
0,,416,0:33.343.566,135.069.583 ms,64 B,,05,01,IN txn   [135 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 C0 00 04 10 00 40 00 00 00 DD 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<Q.665455...........!........@................…
1,,417,0:33.343.566,134.023.333 ms,,,05,01,   [135 IN-NAK],,,
1,,418,0:33.478.585,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,419,0:33.478.588,45.437 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 C0 00 04 10 00 40 00 00 00 DD 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1E A1,,KABC<Q.665455...........!........@...............…
1,,420,0:33.478.634,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,421,0:33.479.582,2.833 us,,,,,[1 SOF],,[Frame: 1109] ,
0,,422,0:33.479.585,50.750 us,64 B,,05,01,IN txn,41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC%.............................................…
1,,423,0:33.479.585,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,424,0:33.479.588,45.416 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1F DF,,.ABC%............................................…
1,,425,0:33.479.635,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,426,0:33.480.582,53.010.187 ms,,,,,[54 SOF],,[Frames: 1110 - 1163] ,
0,,427,0:33.533.593,50.833 us,64 B,,05,01,OUT txn,00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 C0 00 04 10 00 07 00 00 00 0F A7 66 54 55 93 00 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...(Q.665455...........!..............fTU..".....…
1,,428,0:33.533.593,2.833 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,429,0:33.533.596,45.583 us,67 B,,05,01,   DATA1 packet,4B 00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 C0 00 04 10 00 07 00 00 00 0F A7 66 54 55 93 00 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 28 7E,,K...(Q.665455...........!..............fTU.."....…
1,,430,0:33.533.642,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,431,0:33.534.590,236.035.708 ms,,,,,[237 SOF],,[Frames: 1164 - 1400] ,
0,,432,0:33.480.585,290.091.229 ms,64 B,,05,01,IN txn   [290 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 C0 00 04 10 00 40 00 00 00 1C 00 00 3F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<Q.665455...........!........@......?.........…
1,,433,0:33.480.585,289.044.895 ms,,,05,01,   [290 IN-NAK],,,
1,,434,0:33.770.626,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,435,0:33.770.629,45.520 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 C0 00 04 10 00 40 00 00 00 1C 00 00 3F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 23 3B,,KABC<Q.665455...........!........@......?........…
1,,436,0:33.770.675,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,437,0:33.771.623,2.833 us,,,,,[1 SOF],,[Frame: 1401] ,
0,,438,0:33.771.626,50.750 us,64 B,,05,01,IN txn,41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC%.............................................…
1,,439,0:33.771.626,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,440,0:33.771.629,45.416 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1F DF,,.ABC%............................................…
1,,441,0:33.771.675,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,442,0:33.772.623,135.021.625 ms,,,,,[136 SOF],,[Frames: 1402 - 1537] ,
0,,443,0:33.772.626,135.069.541 ms,64 B,,05,01,IN txn   [135 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 C0 00 04 10 00 40 00 00 00 DD 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<Q.665455...........!........@................…
1,,444,0:33.772.626,134.023.291 ms,,,05,01,   [135 IN-NAK],,,
1,,445,0:33.907.645,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,446,0:33.907.648,45.437 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 C0 00 04 10 00 40 00 00 00 DD 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1E A1,,KABC<Q.665455...........!........@...............…
1,,447,0:33.907.694,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,448,0:33.908.642,2.812 us,,,,,[1 SOF],,[Frame: 1538] ,
0,,449,0:33.908.645,50.750 us,64 B,,05,01,IN txn,41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC%.............................................…
1,,450,0:33.908.645,2.812 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,451,0:33.908.648,45.416 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1F DF,,.ABC%............................................…
1,,452,0:33.908.694,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,453,0:33.909.642,135.021.625 ms,,,,,[136 SOF],,[Frames: 1539 - 1674] ,
0,,454,0:33.909.645,135.069.541 ms,64 B,,05,01,IN txn   [135 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 C0 00 04 10 00 40 00 00 00 DD 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<Q.665455...........!........@................…
1,,455,0:33.909.645,134.023.312 ms,,,05,01,   [135 IN-NAK],,,
1,,456,0:34.044.664,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,457,0:34.044.667,45.437 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 C0 00 04 10 00 40 00 00 00 DD 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1E A1,,KABC<Q.665455...........!........@...............…
1,,458,0:34.044.713,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,459,0:34.045.661,2.833 us,,,,,[1 SOF],,[Frame: 1675] ,
0,,460,0:34.045.664,50.750 us,64 B,,05,01,IN txn,41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC%.............................................…
1,,461,0:34.045.664,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,462,0:34.045.667,45.437 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1F DF,,.ABC%............................................…
1,,463,0:34.045.713,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,464,0:34.046.661,52.010.083 ms,,,,,[53 SOF],,[Frames: 1676 - 1728] ,
0,,465,0:34.098.672,50.770 us,64 B,,05,01,OUT txn,00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 C0 00 04 10 00 07 00 00 00 2E A7 66 54 55 94 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...(Q.665455...........!..............fTU..@.....…
1,,466,0:34.098.672,2.833 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,467,0:34.098.675,45.500 us,67 B,,05,01,   DATA0 packet,C3 00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 C0 00 04 10 00 07 00 00 00 2E A7 66 54 55 94 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 58 EC,,....(Q.665455...........!..............fTU..@....…
1,,468,0:34.098.721,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,469,0:34.099.668,236.035.708 ms,,,,,[237 SOF],,[Frames: 1729 - 1965] ,
0,,470,0:34.046.664,289.091.125 ms,64 B,,05,01,IN txn   [289 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 C0 00 04 10 00 40 00 00 00 1C 00 00 3F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<Q.665455...........!........@......?.........…
1,,471,0:34.046.664,288.044.875 ms,,,05,01,   [289 IN-NAK],,,
1,,472,0:34.335.705,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,473,0:34.335.708,45.520 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 C0 00 04 10 00 40 00 00 00 1C 00 00 3F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 23 3B,,KABC<Q.665455...........!........@......?........…
1,,474,0:34.335.754,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,475,0:34.336.701,2.833 us,,,,,[1 SOF],,[Frame: 1966] ,
0,,476,0:34.336.705,50.750 us,64 B,,05,01,IN txn,41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC%.............................................…
1,,477,0:34.336.705,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,478,0:34.336.708,45.416 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1F DF,,.ABC%............................................…
1,,479,0:34.336.754,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,480,0:34.337.701,136.021.791 ms,,,,,[137 SOF],,[Frames: 1967 - 55] ,
0,,481,0:34.337.705,136.069.625 ms,64 B,,05,01,IN txn   [136 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 C0 00 04 10 00 40 00 00 00 DD 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<Q.665455...........!........@................…
1,,482,0:34.337.705,135.023.354 ms,,,05,01,   [136 IN-NAK],,,
1,,483,0:34.473.724,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,484,0:34.473.727,45.416 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 C0 00 04 10 00 40 00 00 00 DD 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1E A1,,KABC<Q.665455...........!........@...............…
1,,485,0:34.473.773,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,486,0:34.474.721,2.812 us,,,,,[1 SOF],,[Frame: 56] ,
0,,487,0:34.474.724,50.750 us,64 B,,05,01,IN txn,41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC%.............................................…
1,,488,0:34.474.724,2.812 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,489,0:34.474.727,45.437 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1F DF,,.ABC%............................................…
1,,490,0:34.474.773,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,491,0:34.475.721,135.021.645 ms,,,,,[136 SOF],,[Frames: 57 - 192] ,
0,,492,0:34.475.724,135.069.562 ms,64 B,,05,01,IN txn   [135 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 C0 00 04 10 00 40 00 00 00 DD 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<Q.665455...........!........@................…
1,,493,0:34.475.724,134.023.395 ms,,,05,01,   [135 IN-NAK],,,
1,,494,0:34.610.743,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,495,0:34.610.746,45.437 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 C0 00 04 10 00 40 00 00 00 DD 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1E A1,,KABC<Q.665455...........!........@...............…
1,,496,0:34.610.792,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,497,0:34.611.740,2.833 us,,,,,[1 SOF],,[Frame: 193] ,
0,,498,0:34.611.743,50.750 us,64 B,,05,01,IN txn,41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC%.............................................…
1,,499,0:34.611.743,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
