# Total Phase Data Center(tm) v6.52
# (c) 2005-2012 Total Phase, Inc.
# www.totalphase.com
#
# Thu May 09 09:45:00 2013
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Data,Summary,ASCII
1,,1157,2:42.255.061,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,1158,2:42.256.009,2.833 us,,,,,[1 SOF],,[Frame: 1683] ,
0,,1159,2:42.256.012,50.750 us,64 B,,05,01,IN txn,41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC%.............................................…
1,,1160,2:42.256.012,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,1161,2:42.256.015,45.437 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1F DF,,KABC%............................................…
1,,1162,2:42.256.061,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,1163,2:42.257.009,60.011.187 ms,,,,,[61 SOF],,[Frames: 1684 - 1744] ,
0,,1164,2:42.317.021,50.708 us,64 B,,05,01,OUT txn,00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 12 A7 66 54 55 9C 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...(Q.665455...........!..............fTU........…
1,,1165,2:42.317.021,2.833 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,1166,2:42.317.024,45.500 us,67 B,,05,01,   DATA0 packet,C3 00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 12 A7 66 54 55 9C 00 F0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 DB 28,,....(Q.665455...........!..............fTU.......…
1,,1167,2:42.317.070,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,1168,2:42.318.017,210.032.041 ms,,,,,[211 SOF],,[Frames: 1745 - 1955] ,
0,,1169,2:42.257.012,271.088.479 ms,64 B,,05,01,IN txn   [271 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 40 00 00 00 B7 22 8C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC<Q.665455...........!........@...."...........…
1,,1170,2:42.257.012,270.042.270 ms,,,05,01,   [271 IN-NAK],,,
1,,1171,2:42.528.050,2.812 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,1172,2:42.528.053,45.437 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 40 00 00 00 B7 22 8C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4A 5E,,.ABC<Q.665455...........!........@...."..........…
1,,1173,2:42.528.099,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,1174,2:42.529.047,2.812 us,,,,,[1 SOF],,[Frame: 1956] ,
0,,1175,2:42.529.050,50.750 us,64 B,,05,01,IN txn,41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC%.............................................…
1,,1176,2:42.529.050,2.812 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,1177,2:42.529.053,45.416 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 1F DF,,KABC%............................................…
1,,1178,2:42.529.099,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,1179,2:42.530.047,58.011.083 ms,,,,,[59 SOF],,[Frames: 1957 - 2015] ,
0,,1180,2:42.588.058,50.833 us,64 B,,05,01,OUT txn,00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 E9 A7 66 54 55 80 00 E3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...(Q.665455...........!..............fTU........…
1,,1181,2:42.588.058,2.833 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,1182,2:42.588.062,45.583 us,67 B,,05,01,   DATA1 packet,4B 00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 E9 A7 66 54 55 80 00 E3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C3 52,,K...(Q.665455...........!..............fTU.......…
1,,1183,2:42.588.108,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,1184,2:42.589.055,113.018.583 ms,,,,,[114 SOF],,[Frames: 2016 - 81] ,
0,,1185,2:42.530.050,172.074.729 ms,64 B,,05,01,IN txn   [172 POLL],41 42 43 22 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 01 00 00 00 D0 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC"Q.665455...........!.........................…
1,,1186,2:42.530.050,171.028.458 ms,,,05,01,   [172 IN-NAK],,,
1,,1187,2:42.702.074,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,1188,2:42.702.077,45.416 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 22 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 01 00 00 00 D0 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 10,,.ABC"Q.665455...........!........................…
1,,1189,2:42.702.123,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,1190,2:42.703.071,52.010.083 ms,,,,,[53 SOF],,[Frames: 82 - 134] ,
0,,1191,2:42.755.082,50.833 us,64 B,,05,01,OUT txn,00 00 00 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 47 00 00 00 E2 A7 66 54 55 80 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...<Q.665455...........!........G.....fTU........…
1,,1192,2:42.755.082,2.833 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,1193,2:42.755.085,45.583 us,67 B,,05,01,   DATA0 packet,C3 00 00 00 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 47 00 00 00 E2 A7 66 54 55 80 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 05 6A,,....<Q.665455...........!........G.....fTU.......…
1,,1194,2:42.755.131,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,1195,2:42.756.078,2.833 us,,,,,[1 SOF],,[Frame: 135] ,
0,,1196,2:42.756.082,50.750 us,64 B,,05,01,OUT txn,00 00 00 2C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 77 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...,...........................................w.…
1,,1197,2:42.756.082,2.833 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,1198,2:42.756.085,45.500 us,67 B,,05,01,   DATA1 packet,4B 00 00 00 2C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 77 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 E1,,K...,...........................................w…
1,,1199,2:42.756.131,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,1200,2:42.703.074,1.999.283.166 s,,,05,01,[2000 IN-NAK],,[Periodic Timeout],
0,,1201,2:42.757.078,1.999.281.354 s,,,,,[2000 SOF],,[Frames: 136 - 87] [Periodic Timeout],
0,,1202,2:44.703.353,1.999.283.250 s,,,05,01,[2000 IN-NAK],,[Periodic Timeout],
0,,1203,2:44.757.357,1.999.281.333 s,,,,,[2000 SOF],,[Frames: 88 - 39] [Periodic Timeout],
0,,1204,2:46.703.632,1.999.283.166 s,,,05,01,[2000 IN-NAK],,[Periodic Timeout],
0,,1205,2:46.757.636,1.999.281.437 s,,,,,[2000 SOF],,[Frames: 40 - 2039] [Periodic Timeout],
0,,1206,2:48.703.910,1.999.283.062 s,,,05,01,[2000 IN-NAK],,[Periodic Timeout],
0,,1207,2:48.757.914,1.999.281.416 s,,,,,[2000 SOF],,[Frames: 2040 - 1991] [Periodic Timeout],
0,,1208,2:50.704.189,1.999.283.145 s,,,05,01,[2000 IN-NAK],,[Periodic Timeout],
0,,1209,2:50.758.193,1.999.281.333 s,,,,,[2000 SOF],,[Frames: 1992 - 1943] [Periodic Timeout],
0,,1210,2:52.704.468,1.999.283.166 s,,,05,01,[2000 IN-NAK],,[Periodic Timeout],
0,,1211,2:52.758.472,1.999.281.375 s,,,,,[2000 SOF],,[Frames: 1944 - 1895] [Periodic Timeout],
0,,1212,2:54.704.746,1.999.283.145 s,,,05,01,[2000 IN-NAK],,[Periodic Timeout],
0,,1213,2:54.758.750,1.999.281.375 s,,,,,[2000 SOF],,[Frames: 1896 - 1847] [Periodic Timeout],
0,,1214,2:56.759.029,1.407.198.875 s,,,,,[1408 SOF],,[Frames: 1848 - 1207] ,
0,,1215,2:56.705.025,1.461.254.291 s,64 B,,05,01,IN txn   [1461 POLL],41 42 43 21 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 04 47 00 00 00 38 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC!Q.665455...........!........G...8............…
1,,1216,2:56.705.025,1.460.208.041 s,,,05,01,   [1461 IN-NAK],,,
1,,1217,2:58.166.228,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,1218,2:58.166.232,45.416 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 21 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 04 47 00 00 00 38 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E3 D2,,KABC!Q.665455...........!........G...8...........…
1,,1219,2:58.166.278,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,1220,2:58.167.225,27.006.645 ms,,,,,[28 SOF],,[Frames: 1208 - 1235] ,
0,,1221,2:58.194.232,50.833 us,64 B,,05,01,OUT txn,00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 E9 A7 66 54 55 80 00 E3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...(Q.665455...........!..............fTU........…
1,,1222,2:58.194.232,2.833 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,1223,2:58.194.236,45.583 us,67 B,,05,01,   DATA0 packet,C3 00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 E9 A7 66 54 55 80 00 E3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C3 52,,....(Q.665455...........!..............fTU.......…
1,,1224,2:58.194.282,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,1225,2:58.167.229,1.999.283.145 s,,,05,01,[2000 IN-NAK],,[Periodic Timeout],
0,,1226,2:58.195.229,1.999.281.333 s,,,,,[2000 SOF],,[Frames: 1236 - 1187] [Periodic Timeout],
0,,1227,3:00.167.507,1.999.283.166 s,,,05,01,[2000 IN-NAK],,[Periodic Timeout],
0,,1228,3:00.195.508,1.999.281.354 s,,,,,[2000 SOF],,[Frames: 1188 - 1139] [Periodic Timeout],
0,,1229,3:02.167.786,1.999.283.166 s,,,05,01,[2000 IN-NAK],,[Periodic Timeout],
0,,1230,3:02.195.786,1.999.281.354 s,,,,,[2000 SOF],,[Frames: 1140 - 1091] [Periodic Timeout],
0,,1231,3:04.168.065,1.999.283.250 s,,,05,01,[2000 IN-NAK],,[Periodic Timeout],
0,,1232,3:04.196.065,1.999.281.354 s,,,,,[2000 SOF],,[Frames: 1092 - 1043] [Periodic Timeout],
0,,1233,3:06.168.343,1.999.283.041 s,,,05,01,[2000 IN-NAK],,[Periodic Timeout],
0,,1234,3:06.196.344,1.999.281.312 s,,,,,[2000 SOF],,[Frames: 1044 - 995] [Periodic Timeout],
0,,1235,3:08.168.622,1.999.283.125 s,,,05,01,[2000 IN-NAK],,[Periodic Timeout],
0,,1236,3:08.196.622,1.999.281.312 s,,,,,[2000 SOF],,[Frames: 996 - 947] [Periodic Timeout],
0,,1237,3:10.168.900,1.999.283.145 s,,,05,01,[2000 IN-NAK],,[Periodic Timeout],
0,,1238,3:10.196.901,1.999.281.312 s,,,,,[2000 SOF],,[Frames: 948 - 899] [Periodic Timeout],
0,,1239,3:12.197.180,1.115.158.354 s,,,,,[1116 SOF],,[Frames: 900 - 2015] ,
0,,1240,3:12.169.179,1.143.210.166 s,64 B,,05,01,IN txn   [1143 POLL],41 42 43 21 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 04 07 00 00 00 D4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC!Q.665455...........!.........................…
1,,1241,3:12.169.179,1.142.163.750 s,,,05,01,   [1143 IN-NAK],,,
1,,1242,3:13.312.339,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,1243,3:13.312.342,45.437 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 21 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 04 07 00 00 00 D4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 92 B6,,.ABC!Q.665455...........!........................…
1,,1244,3:13.312.388,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,1245,3:13.313.335,42.008.687 ms,,,,,[43 SOF],,[Frames: 2016 - 10] ,
0,,1246,3:13.355.344,50.833 us,64 B,,05,01,OUT txn,00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 E9 A7 66 54 55 80 00 E3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...(Q.665455...........!..............fTU........…
1,,1247,3:13.355.344,2.833 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,1248,3:13.355.348,45.583 us,67 B,,05,01,   DATA1 packet,4B 00 00 00 28 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 07 00 00 00 E9 A7 66 54 55 80 00 E3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C3 52,,K...(Q.665455...........!..............fTU.......…
1,,1249,3:13.355.394,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,1250,3:13.313.339,1.999.283.166 s,,,05,01,[2000 IN-NAK],,[Periodic Timeout],
0,,1251,3:13.356.341,1.999.281.437 s,,,,,[2000 SOF],,[Frames: 11 - 2010] [Periodic Timeout],
0,,1252,3:15.313.617,1.999.283.250 s,,,05,01,[2000 IN-NAK],,[Periodic Timeout],
0,,1253,3:15.356.620,1.999.281.437 s,,,,,[2000 SOF],,[Frames: 2011 - 1962] [Periodic Timeout],
0,,1254,3:17.356.898,1.139.161.500 s,,,,,[1140 SOF],,[Frames: 1963 - 1054] ,
0,,1255,3:17.313.896,1.182.215.354 s,64 B,,05,01,IN txn   [1182 POLL],41 42 43 22 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 01 00 00 00 D0 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC"Q.665455...........!.........................…
1,,1256,3:17.313.896,1.181.169.145 s,,,05,01,   [1182 IN-NAK],,,
1,,1257,3:18.496.060,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,1258,3:18.496.064,45.437 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 22 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 00 00 00 00 01 00 00 00 D0 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 2F 10,,KABC"Q.665455...........!........................…
1,,1259,3:18.496.110,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,1260,3:18.497.057,48.009.479 ms,,,,,[49 SOF],,[Frames: 1055 - 1103] ,
0,,1261,3:18.545.067,50.833 us,64 B,,05,01,OUT txn,00 00 00 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 47 00 00 00 E2 A7 66 54 55 80 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...<Q.665455...........!........G.....fTU........…
1,,1262,3:18.545.067,2.833 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,1263,3:18.545.071,45.583 us,67 B,,05,01,   DATA0 packet,C3 00 00 00 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 47 00 00 00 E2 A7 66 54 55 80 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 05 6A,,....<Q.665455...........!........G.....fTU.......…
1,,1264,3:18.545.117,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,1265,3:18.546.064,2.833 us,,,,,[1 SOF],,[Frame: 1104] ,
0,,1266,3:18.546.067,50.770 us,64 B,,05,01,OUT txn,00 00 00 2C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 77 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,...,...........................................w.…
1,,1267,3:18.546.067,2.833 us,3 B,,05,01,   OUT packet,E1 85 60,,..`
1,,1268,3:18.546.071,45.500 us,67 B,,05,01,   DATA1 packet,4B 00 00 00 2C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 77 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B9 E1,,K...,...........................................w…
1,,1269,3:18.546.117,1.479 us,1 B,,05,01,   ACK packet,D2,,.
0,,1270,3:18.547.064,748.107.062 ms,,,,,[749 SOF],,[Frames: 1105 - 1853] ,
0,,1271,3:18.497.061,798.161.854 ms,64 B,,05,01,IN txn   [798 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 00 01 00 00 88 5B 60 76 5D 05 07 0D 00 51 0D 2D 6A 32 00 00 00 00 00 32 7D 01 32 32 00 76 5D 45,,ABC<Q.665455...........!.............[`v]....Q.-j…
1,,1272,3:18.497.061,797.115.583 ms,,,05,01,   [798 IN-NAK],,,
1,,1273,3:19.295.172,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,1274,3:19.295.175,45.437 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 00 01 00 00 88 5B 60 76 5D 05 07 0D 00 51 0D 2D 6A 32 00 00 00 00 00 32 7D 01 32 32 00 76 5D 45 62 B2,,.ABC<Q.665455...........!.............[`v]....Q.-…
1,,1275,3:19.295.221,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,1276,3:19.296.169,2.833 us,,,,,[1 SOF],,[Frame: 1854] ,
0,,1277,3:19.296.172,50.750 us,64 B,,05,01,IN txn,41 42 43 3C 07 0D 1E 00 72 70 0D 07 0D 1F 00 63 45 0E 07 0D 0A C7 42 5C 2E 07 0D 5B C7 44 5C 0E 07 0D 00 50 0D 2D 6A 10 00 00 00 00 00 10 7D 01 10 10 00 44 5C 4E 07 0D 0A AB 71 45 2F 07 0D 5B,,ABC<....rp.....cE.....B\...[.D\....P.-j.......}..…
1,,1278,3:19.296.172,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,1279,3:19.296.175,45.416 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 07 0D 1E 00 72 70 0D 07 0D 1F 00 63 45 0E 07 0D 0A C7 42 5C 2E 07 0D 5B C7 44 5C 0E 07 0D 00 50 0D 2D 6A 10 00 00 00 00 00 10 7D 01 10 10 00 44 5C 4E 07 0D 0A AB 71 45 2F 07 0D 5B 88 06,,KABC<....rp.....cE.....B\...[.D\....P.-j.......}.…
1,,1280,3:19.296.221,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,1281,3:19.297.169,13.004.604 ms,,,,,[14 SOF],,[Frames: 1855 - 1868] ,
0,,1282,3:19.297.172,13.052.458 ms,64 B,,05,01,IN txn   [13 POLL],41 42 43 3C AB 4A 46 0F 07 0D 33 50 0D 2D 6A 0A 27 00 00 0F 00 27 7D 5C 05 40 2A 04 01 27 27 00 4A 46 4F 07 0D 0A 2B 51 5E 30 07 8D 5B 2B 55 5E 10 07 0D 00 51 0D 2D 6A 26 00 00 00 21 00 05 7D,,ABC<.JF...3P.-j.'....'}\.@*..''.JFO...+Q^0..[+U^.…
1,,1283,3:19.297.172,12.006.229 ms,,,05,01,   [13 IN-NAK],,,
1,,1284,3:19.310.174,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,1285,3:19.310.177,45.416 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 3C AB 4A 46 0F 07 0D 33 50 0D 2D 6A 0A 27 00 00 0F 00 27 7D 5C 05 40 2A 04 01 27 27 00 4A 46 4F 07 0D 0A 2B 51 5E 30 07 8D 5B 2B 55 5E 10 07 0D 00 51 0D 2D 6A 26 00 00 00 21 00 05 7D 40 E1,,.ABC<.JF...3P.-j.'....'}\.@*..''.JFO...+Q^0..[+U^…
1,,1286,3:19.310.223,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,1287,3:19.311.171,18.005.500 ms,,,,,[19 SOF],,[Frames: 1869 - 1887] ,
0,,1288,3:19.311.174,18.053.583 ms,64 B,,05,01,IN txn   [18 POLL],41 42 43 3C 5C 08 9C 56 04 40 7E 04 01 08 08 00 55 5E 50 07 0D 0A 5C 5A 57 37 07 0D 5B 5C 7A 57 17 07 0D 3D 50 0D 2D 6A FD 2E F0 00 00 00 2B 7D 5C 05 20 A3 14 01 2B 2B 00 7A 57 57 07 0D 07 00,,ABC<\..V.@~.....U^P...\ZW7..[\zW...=P.-j......+}\…
1,,1289,3:19.311.174,17.007.000 ms,,,05,01,   [18 IN-NAK],,,
1,,1290,3:19.329.177,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,1291,3:19.329.180,45.604 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 5C 08 9C 56 04 40 7E 04 01 08 08 00 55 5E 50 07 0D 0A 5C 5A 57 37 07 0D 5B 5C 7A 57 17 07 0D 3D 50 0D 2D 6A FD 2E F0 00 00 00 2B 7D 5C 05 20 A3 14 01 2B 2B 00 7A 57 57 07 0D 07 00 F3 E5,,KABC<\..V.@~.....U^P...\ZW7..[\zW...=P.-j......+}…
1,,1292,3:19.329.226,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,1293,3:19.330.173,19.005.541 ms,,,,,[20 SOF],,[Frames: 1888 - 1907] ,
0,,1294,3:19.330.177,19.053.520 ms,64 B,,05,01,IN txn   [19 POLL],41 42 43 31 00 05 E8 47 8D 6D 47 8D 05 10 DF 5C 60 05 00 00 05 E8 03 78 3B 02 70 29 00 70 02 70 29 01 48 35 01 28 2F 00 00 00 05 02 03 00 00 0C 00 E8 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,ABC1...G.mG....\`......x;.p).p.p).H5.(/..........…
1,,1295,3:19.330.177,18.007.145 ms,,,05,01,   [19 IN-NAK],,,
1,,1296,3:19.349.179,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,1297,3:19.349.183,45.520 us,67 B,,05,01,   DATA0 packet,C3 41 42 43 31 00 05 E8 47 8D 6D 47 8D 05 10 DF 5C 60 05 00 00 05 E8 03 78 3B 02 70 29 00 70 02 70 29 01 48 35 01 28 2F 00 00 00 05 02 03 00 00 0C 00 E8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 EE 1C,,.ABC1...G.mG....\`......x;.p).p.p).H5.(/.........…
1,,1298,3:19.349.229,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,1299,3:19.350.176,494.071.666 ms,,,,,[495 SOF],,[Frames: 1908 - 354] ,
0,,1300,3:19.350.179,494.119.583 ms,64 B,,05,01,IN txn   [494 POLL],41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 00 01 00 00 CF 34 C8 60 76 0A 08 0D 1E 00 5A 68 0C 08 0D 1F 00 41 42 0D 08 0D 0A A3 5B 58 2D 08,,ABC<Q.665455...........!.............4.`v.....Zh.…
1,,1301,3:19.350.179,493.073.354 ms,,,05,01,   [494 IN-NAK],,,
1,,1302,3:19.844.248,2.833 us,3 B,,05,01,   IN packet,69 85 60,,i.`
1,,1303,3:19.844.251,45.416 us,67 B,,05,01,   DATA1 packet,4B 41 42 43 3C 51 01 36 36 35 34 35 35 00 00 00 00 00 00 00 00 00 00 12 21 05 00 00 00 04 10 10 00 00 01 00 00 CF 34 C8 60 76 0A 08 0D 1E 00 5A 68 0C 08 0D 1F 00 41 42 0D 08 0D 0A A3 5B 58 2D 08 65 6B,,KABC<Q.665455...........!.............4.`v.....Zh…
1,,1304,3:19.844.298,1.500 us,1 B,,05,01,   ACK packet,D2,,.
0,,1305,3:19.845.245,2.833 us,,,,,[1 SOF],,[Frame: 355] ,
0,,1306,3:19.845.248,50.750 us,64 B,,05,01,IN txn,41 42 43 3C 0D 5B A3 6B 58 0D 08 0D 32 50 0D 2D 6A 08 26 00 00 00 00 2E 7D 01 2E 2E 00 6B 58 4D 08 0D 5B 00 69 74 0D 08 0D 15 50 0D 2D 6A 00 10 00 00 00 00 10 7D 5C 05 B8 1C 04 01 10 10 00 69,,ABC<.[.kX...2P.-j.&.....}....kXM..[.it....P.-j...…
